924,0,13,4,16,18,1,1,7,16
19,373,2,7,8,12,0,0,1,7
27,0,833,50,5,13,1,0,10,61
6,6,24,911,9,13,10,1,4,16
28,4,4,15,878,17,11,24,11,8
45,3,11,7,5,900,7,7,3,12
1,0,0,1,3,0,368,1,0,0
64,4,2,3,17,27,5,866,3,9
8,1,13,4,0,11,0,1,882,9
33,5,89,28,15,15,3,4,22,786
