864,2,24,3,25,33,3,17,7,22
18,364,2,3,12,11,4,11,0,4
17,0,783,27,22,32,3,9,16,91
10,9,53,852,21,13,4,4,10,24
10,1,5,3,930,7,1,35,5,3
57,6,5,8,6,857,5,35,9,12
1,1,1,0,8,1,360,2,0,0
25,0,1,0,20,40,0,910,3,1
7,0,14,5,5,15,0,3,860,20
35,5,82,10,35,21,0,18,20,774
