703,2,19,3,17,24,3,12,5,19
13,287,0,3,10,10,3,6,0,3
14,0,624,21,14,27,3,5,11,69
7,7,39,696,16,12,2,2,5,17
7,1,2,3,763,5,1,27,3,1
44,3,4,6,4,697,3,27,6,9
0,1,1,0,4,1,298,1,0,0
17,0,1,0,19,30,0,721,3,1
6,0,8,2,4,10,0,2,714,18
21,4,51,7,27,12,0,11,7,635
