724,0,6,0,3,3,3,2,0,66
1,311,0,0,0,0,4,5,0,14
3,0,634,1,6,1,2,4,0,137
11,6,95,616,2,2,19,9,3,40
9,8,16,0,717,0,11,31,0,21
71,2,30,0,2,626,2,29,0,41
0,0,0,0,0,0,304,1,0,1
7,0,4,0,9,3,1,735,0,33
7,0,16,0,3,3,2,0,693,40
2,0,8,0,0,0,1,0,0,764
