Wall time,Step,Value
1557208114.383249,0,0.4055253267288208
1557209544.380942,1,0.5317778587341309
1557210986.1642926,2,0.5866017937660217
1557212418.4308033,3,0.6304036378860474
1557213860.9542706,4,0.6606069207191467
1557215316.7568314,5,0.6643286347389221
1557216774.340214,6,0.6941024661064148
1557218232.2161636,7,0.7016890645027161
1557219690.0097709,8,0.7217291593551636
1557221150.5389085,9,0.7348983883857727
1557222602.9323952,10,0.7446321249008179
1557224061.7717192,11,0.7444889545440674
1557225500.8225067,12,0.7509304285049438
1557226955.638402,13,0.746636152267456
1557228419.3861923,14,0.7589464783668518
1557229886.6937535,15,0.7789865732192993
1557231349.7806184,16,0.787145733833313
1557232817.348598,17,0.7787002325057983
1557234269.3246138,18,0.7868594527244568
1557235727.3408923,19,0.7944460511207581
1557237187.7548804,20,0.8018894791603088
1557238646.4675832,21,0.8067563772201538
1557240107.4043996,22,0.8068994879722595
1557241575.3070433,23,0.8024620413780212
1557243033.6358614,24,0.8127683997154236
1557244497.5081995,25,0.8056111931800842
1557245962.7582428,26,0.8033209443092346
1557247432.608038,27,0.8265101909637451
1557248903.0971775,28,0.8279415965080261
1557250364.7878482,29,0.8282278776168823
1557251836.7584577,30,0.8309476375579834
1557253309.7648692,31,0.8401088118553162
1557254764.7315295,32,0.8339536190032959
1557256216.0839942,33,0.842685341835022
1557257659.0043986,34,0.8326653242111206
1557259095.7700434,35,0.8465502262115479
1557260558.1911802,36,0.8389636278152466
1557262024.5173154,37,0.8432579636573792
1557263487.4092975,38,0.8471227884292603
1557264955.1020584,39,0.8389636278152466
1557266405.500888,40,0.8445462584495544
1557267865.7101088,41,0.8507013916969299
1557269325.5215762,42,0.849985659122467
1557270780.740576,43,0.8572859764099121
1557272246.5059316,44,0.8428285121917725
1557273716.058299,45,0.8465502262115479
1557275192.7276318,46,0.848554253578186
1557276647.9595416,47,0.8482679724693298
1557278078.7125218,48,0.846836507320404
1557279529.3348446,49,0.8538505434989929
1557280989.2769618,50,0.8466933965682983
1557282459.4187584,51,0.8475522398948669
1557283928.755417,52,0.8409676551818848
1557285401.6632447,53,0.849985659122467
1557286874.2824259,54,0.8635843396186829
1557288297.6272914,55,0.8511308431625366
1557289721.8315377,56,0.8432579636573792
1557291150.2330382,57,0.8518465757369995
1557292585.780499,58,0.8635843396186829
1557294026.2131991,59,0.8640137314796448
1557295470.5373406,60,0.846836507320404
1557296918.7583697,61,0.8558545708656311
1557298368.4842472,62,0.8514171242713928
1557299811.303305,63,0.8610077500343323
