Wall time,Step,Value
1557113434.7213478,0,1.7219393253326416
1557114880.552237,1,1.4749895334243774
1557116324.0273805,2,1.2627183198928833
1557117768.524766,3,1.164036512374878
1557119212.9503963,4,1.098167061805725
1557120656.791926,5,1.0842430591583252
1557122107.6892622,6,1.0196329355239868
1557123570.012309,7,0.9449043273925781
1557125047.7402296,8,0.9002555012702942
1557126515.95975,9,0.864975094795227
1557128001.9532976,10,0.8091392517089844
1557129507.304584,11,0.8000880479812622
1557131016.5006394,12,0.7813430428504944
1557132520.4512577,13,0.7110186219215393
1557134028.8252547,14,0.6877854466438293
1557135532.7995079,15,0.7028759121894836
1557137031.2645319,16,0.6697235107421875
1557138528.0840724,17,0.6448919177055359
1557140024.739708,18,0.6000651121139526
1557141516.224768,19,0.6198731064796448
1557143013.7752118,20,0.5874902009963989
1557144511.0033987,21,0.556622326374054
1557146006.301632,22,0.5456354022026062
1557147472.2805626,23,0.5354729890823364
1557148943.3905623,24,0.5119528770446777
1557150415.6420536,25,0.5191806554794312
1557151891.610778,26,0.5362642407417297
1557153375.0487552,27,0.4742976427078247
1557154863.794659,28,0.5100123286247253
1557156354.7860625,29,0.4838615953922272
1557157839.2339225,30,0.5095378160476685
1557159310.3828807,31,0.5066418051719666
1557160803.2128208,32,0.4338127374649048
1557162293.0970342,33,0.49094492197036743
1557163781.6098433,34,0.5036683082580566
1557165274.6028981,35,0.478085994720459
1557166763.6248207,36,0.4659740626811981
1557168241.8687747,37,0.4538363516330719
1557169722.5200212,38,0.4327181577682495
1557171187.6080801,39,0.45885685086250305
1557172658.3733184,40,0.4615943729877472
1557174129.9558916,41,0.43911540508270264
1557175603.5521944,42,0.4372688829898834
1557177073.8405478,43,0.4203985035419464
1557178544.8377082,44,0.42259106040000916
1557180013.029494,45,0.41455957293510437
1557181486.6351342,46,0.42170968651771545
1557182957.0344422,47,0.4283284842967987
1557184422.7771072,48,0.4256424009799957
1557185889.8212638,49,0.4408314824104309
1557187350.8514252,50,0.41493624448776245
1557188816.5866542,51,0.4081634283065796
1557190277.998758,52,0.4313937723636627
1557191755.5971382,53,0.4215313792228699
1557193220.7248833,54,0.4036509394645691
1557194678.4046187,55,0.39272016286849976
1557196128.0738292,56,0.38986626267433167
1557197579.029394,57,0.4336400628089905
1557199057.390615,58,0.3984992802143097
1557200533.76325,59,0.40052133798599243
1557201999.530481,60,0.4082305133342743
1557203460.5104077,61,0.3681751787662506
1557204921.3886626,62,0.37243226170539856
1557206394.8187563,63,0.386911541223526
