878,0,14,0,7,5,4,6,0,86
1,392,1,0,2,0,4,5,0,24
5,0,775,2,10,3,5,5,1,194
15,8,135,735,4,3,28,11,8,53
19,9,28,0,849,1,14,42,0,38
96,3,40,0,3,765,3,40,2,48
2,0,0,0,1,0,368,1,0,2
11,1,6,0,15,4,2,916,0,45
9,0,21,0,5,5,4,0,829,56
6,1,19,1,2,1,2,2,2,964
